id,id_pre,has_hit
s17794,0.997,1
s17795,1.0,1
s17796,1.0,1
s17797,0.773,1
s17798,1.0,1
s17799,1.0,1
s17800,1.0,1
s17801,0.66,1
s17802,0.732,1
s17803,0.669,1
s17804,0.997,1
s17805,0.71,1
s17806,0.993,1
s17807,0.995,1
s17808,0.981,1
s17809,0.998,1
s17810,0.9990000000000001,1
s17811,1.0,1
s17812,0.752,1
s17813,0.927,1
s17814,0.996,1
s17815,0.757,1
s17816,0.9790000000000001,1
s17817,0.757,1
s17818,0.966,1
s17819,1.0,1
s17820,0.991,1
s17821,0.991,1
s17822,0.991,1
s17823,1.0,1
s17824,1.0,1
s17825,0.976,1
s17826,0.9540000000000001,1
s17827,0.9940000000000001,1
s17828,0.997,1
s17829,0.991,1
s17830,0.938,1
s17831,0.973,1
s17832,0.973,1
s17833,0.997,1
s17834,1.0,1
s17835,0.996,1
s17836,0.938,1
s17837,0.9390000000000001,1
s17838,0.9890000000000001,1
s17839,0.755,1
s17840,0.968,1
s17841,0.978,1
s17842,0.835,1
s17843,0.861,1
s17844,0.996,1
s17845,0.9940000000000001,1
s17846,0.998,1
s17847,0.998,1
s17848,1.0,1
s17849,0.99,1
s17850,1.0,1
s17851,0.997,1
s17852,0.996,1
s17853,0.997,1
s17854,0.997,1
s17855,1.0,1
s17856,0.856,1
s17857,0.621,1
s17858,0.8009999999999999,1
s17859,1.0,1
s17860,0.5710000000000001,1
s17861,1.0,1
s17862,1.0,1
s17863,1.0,1
s17864,1.0,1
s17865,1.0,1
s17866,1.0,1
s17867,1.0,1
s17868,0.6940000000000001,1
s17869,0.7879999999999999,1
s17870,0.992,1
s17871,1.0,1
s17872,1.0,1
s17873,0.818,1
s17874,1.0,1
s17875,0.995,1
s17876,1.0,1
s17877,1.0,1
s17878,0.879,1
s17879,0.693,1
s17880,0.611,1
s17881,1.0,1
s17882,1.0,1
s17883,0.998,1
s17884,0.645,1
s17885,0.743,1
s17886,0.998,1
s17887,1.0,1
s17888,1.0,1
s17889,0.9940000000000001,1
s17890,1.0,1
s17891,0.993,1
s17892,1.0,1
s17893,0.68,1
s17894,0.998,1
s17895,0.996,1
s17896,0.9890000000000001,1
s17897,0.998,1
s17898,0.583,1
s17899,0.996,1
s17900,0.7290000000000001,1
s17901,0.721,1
s17902,0.981,1
s17903,1.0,1
s17904,0.774,1
s17905,0.741,1
s17906,0.993,1
s17907,1.0,1
s17908,1.0,1
s17909,0.972,1
s17910,0.972,1
s17911,0.996,1
s17912,0.938,1
s17913,0.885,1
s17914,1.0,1
s17915,0.997,1
s17916,0.8059999999999999,1
s17917,1.0,1
s17918,1.0,1
s17919,0.992,1
s17920,0.992,1
s17921,0.9279999999999999,1
s17922,0.568,1
s17923,0.6609999999999999,1
s17924,0.758,1
s17925,0.99,1
s17926,0.6990000000000001,1
s17927,0.861,1
s17928,0.8590000000000001,1
s17929,0.861,1
s17930,0.993,1
s17931,0.993,1
s17932,0.565,1
s17933,1.0,1
s17934,1.0,1
s17935,0.6859999999999999,1
s17936,0.99,1
s17937,1.0,1
s17938,0.9890000000000001,1
s17939,1.0,1
s17940,1.0,1
s17941,0.996,1
s17942,0.997,1
s17943,1.0,1
s17944,0.8109999999999999,1
s17945,0.802,1
s17946,0.884,1
s17947,1.0,1
s17948,0.833,1
s17949,0.6559999999999999,1
s17950,1.0,1
s17951,1.0,1
s17952,0.8109999999999999,1
s17953,0.997,1
s17954,1.0,1
s17955,0.997,1
s17956,0.9940000000000001,1
s17957,0.639,1
s17958,1.0,1
s17959,1.0,1
s17960,0.9890000000000001,1
s17961,0.624,1
s17962,1.0,1
s17963,1.0,1
s17964,0.985,1
s17965,0.961,1
s17966,0.72,1
s17967,0.9940000000000001,1
s17968,1.0,1
s17969,0.9940000000000001,1
s17970,1.0,1
s17971,0.71,1
s17972,1.0,1
s17973,1.0,1
s17974,1.0,1
s17975,0.995,1
s17976,1.0,1
s17977,0.995,1
s17978,1.0,1
s17979,0.9940000000000001,1
s17980,0.733,1
s17981,1.0,1
s17982,0.993,1
s17983,0.919,1
s17984,1.0,1
s17985,0.89,1
s17986,0.993,1
s17987,0.997,1
s17988,1.0,1
s17989,0.996,1
s17990,1.0,1
s17991,0.997,1
s17992,0.877,1
s17993,0.997,1
s17994,0.972,1
s17995,1.0,1
s17996,1.0,1
s17997,1.0,1
s17998,0.997,1
s17999,0.993,1
s18000,0.701,1
s18001,0.987,1
s18002,1.0,1
s18003,0.855,1
s18004,0.983,1
s18005,1.0,1
s18006,0.997,1
s18007,1.0,1
s18008,0.789,1
s18009,0.693,1
s18010,1.0,1
s18011,1.0,1
s18012,0.998,1
s18013,0.961,1
s18014,0.892,1
s18015,1.0,1
s18016,0.997,1
s18017,1.0,1
s18018,1.0,1
s18019,1.0,1
s18020,1.0,1
s18021,0.927,1
s18022,0.995,1
s18023,1.0,1
s18024,0.738,1
s18025,0.986,1
s18026,0.991,1
s18027,0.9640000000000001,1
s18028,0.596,1
s18029,0.993,1
s18030,0.878,1
s18031,0.892,1
s18032,0.99,1
s18033,0.996,1
s18034,0.996,1
s18035,0.996,1
s18036,0.996,1
s18037,0.996,1
s18038,0.985,1
s18039,0.604,1
s18040,0.7709999999999999,1
s18041,0.76,1
s18042,0.8540000000000001,1
s18043,0.6729999999999999,1
s18044,0.897,1
s18045,1.0,1
s18046,0.9940000000000001,1
s18047,0.996,1
s18048,0.996,1
s18049,0.9940000000000001,1
s18050,0.606,1
s18051,0.606,1
s18052,1.0,1
s18053,0.841,1
s18054,0.9329999999999999,1
s18055,0.9940000000000001,1
s18056,0.836,1
s18057,0.9329999999999999,1
s18058,0.823,1
s18059,0.991,1
s18060,0.941,1
s18061,0.996,1
s18062,0.996,1
s18063,0.973,1
s18064,0.9590000000000001,1
s18065,0.773,1
s18066,0.773,1
s18067,0.991,1
s18068,1.0,1
s18069,0.9940000000000001,1
s18070,1.0,1
s18071,0.9940000000000001,1
s18072,0.991,1
s18073,1.0,1
s18074,0.9890000000000001,1
s18075,0.847,1
s18076,0.8029999999999999,1
s18077,0.988,1
s18078,0.986,1
s18079,0.937,1
s18080,0.645,1
s18081,0.703,1
s18082,0.997,1
s18083,0.992,1
s18084,0.7240000000000001,1
s18085,1.0,1
s18086,0.426,1
s18087,1.0,1
s18088,0.773,1
s18089,0.685,1
s18090,0.993,1
s18091,1.0,1
s18092,0.6759999999999999,1
s18093,0.919,1
s18094,1.0,1
s18095,0.998,1
s18096,0.7170000000000001,1
s18097,0.993,1
s18098,0.948,1
s18099,0.6579999999999999,1
s18100,0.991,1
s18101,0.636,1
s18102,1.0,1
s18103,1.0,1
s18104,1.0,1
s18105,0.995,1
s18106,0.9890000000000001,1
s18107,0.953,1
s18108,0.997,1
s18109,0.966,1
s18110,1.0,1
s18111,0.995,1
s18112,1.0,1
s18113,0.997,1
s18114,0.993,1
s18115,0.995,1
s18116,0.991,1
s18117,0.99,1
s18118,0.99,1
s18119,0.986,1
s18120,1.0,1
s18121,1.0,1
s18122,0.997,1
s18123,1.0,1
s18124,1.0,1
s18125,1.0,1
s18126,0.8859999999999999,1
s18127,0.62,1
s18128,0.647,1
s18129,0.976,1
s18130,0.7829999999999999,1
s18131,0.996,1
s18132,0.997,1
s18133,1.0,1
s18134,1.0,1
s18135,0.997,1
s18136,0.607,1
s18137,1.0,1
s18138,0.604,1
s18139,0.85,1
s18140,1.0,1
s18141,1.0,1
s18142,0.977,1
s18143,0.997,1
s18144,0.81,1
s18145,0.9470000000000001,1
s18146,0.77,1
s18147,1.0,1
s18148,0.99,1
s18149,1.0,1
s18150,0.611,1
s18151,0.638,1
s18152,0.618,1
s18153,0.995,1
s18154,1.0,1
s18155,0.782,1
s18156,1.0,1
s18157,0.907,1
s18158,0.7609999999999999,1
s18159,0.867,1
s18160,0.976,1
s18161,0.863,1
s18162,0.778,1
s18163,1.0,1
s18164,0.985,1
s18165,0.996,1
s18166,0.986,1
s18167,0.9670000000000001,1
s18168,1.0,1
s18169,0.6970000000000001,1
s18170,0.846,1
s18171,0.875,1
s18172,0.593,1
s18173,0.9590000000000001,1
s18174,0.9790000000000001,1
s18175,0.995,1
s18176,0.981,1
s18177,0.978,1
s18178,0.987,1
s18179,0.987,1
s18180,0.998,1
s18181,0.988,1
s18182,0.995,1
s18183,0.9690000000000001,1
s18184,1.0,1
s18185,0.996,1
s18186,0.986,1
s18187,1.0,1
s18188,0.667,1
s18189,0.6729999999999999,1
s18190,1.0,1
s18191,0.998,1
s18192,0.998,1
s18193,1.0,1
s18194,0.805,1
s18195,0.828,1
s18196,1.0,1
s18197,0.991,1
s18198,0.97,1
s18199,0.946,1
s18200,0.986,1
s18201,1.0,1
s18202,0.762,1
s18203,0.992,1
s18204,1.0,1
s18205,0.7140000000000001,1
s18206,1.0,1
s18207,0.997,1
s18208,0.669,1
s18209,1.0,1
s18210,1.0,1
s18211,0.98,1
s18212,0.794,1
s18213,1.0,1
s18214,1.0,1
s18215,0.986,1
s18216,0.6709999999999999,1
s18217,0.612,1
s18218,0.995,1
s18219,0.9940000000000001,1
s18220,1.0,1
s18221,0.55,1
s18222,0.8590000000000001,1
s18223,0.975,1
s18224,1.0,1
s18225,1.0,1
s18226,0.981,1
s18227,0.774,1
s18228,0.948,1
s18229,0.53,1
s18230,0.996,1
s18231,0.988,1
s18232,0.858,1
s18233,0.825,1
s18234,0.978,1
s18235,0.997,1
s18236,0.995,1
s18237,0.9890000000000001,1
s18238,0.995,1
s18239,1.0,1
s18240,1.0,1
s18241,1.0,1
s18242,0.997,1
s18243,0.665,1
s18244,0.655,1
s18245,0.64,1
s18246,0.662,1
s18247,1.0,1
s18248,0.98,1
s18249,0.985,1
s18250,0.574,1
s18251,1.0,1
s18252,0.91,1
s18253,0.87,1
s18254,0.996,1
s18255,1.0,1
s18256,1.0,1
s18257,1.0,1
s18258,1.0,1
s18259,1.0,1
s18260,1.0,1
s18261,0.632,1
s18262,1.0,1
s18263,0.998,1
s18264,0.9940000000000001,1
s18265,1.0,1
s18266,0.9940000000000001,1
s18267,0.7709999999999999,1
s18268,0.995,1
s18269,1.0,1
s18270,1.0,1
s18271,0.993,1
s18272,0.998,1
s18273,1.0,1
s18274,0.9940000000000001,1
s18275,1.0,1
s18276,0.753,1
s18277,1.0,1
s18278,0.963,1
s18279,0.7929999999999999,1
s18280,0.9690000000000001,1
s18281,1.0,1
s18282,1.0,1
s18283,0.998,1
s18284,0.998,1
s18285,0.634,1
s18286,0.986,1
s18287,0.993,1
s18288,1.0,1
s18289,0.768,1
s18290,0.997,1
s18291,1.0,1
s18292,0.963,1
s18293,0.997,1
s18294,1.0,1
s18295,0.95,1
s18296,0.552,1
s18297,1.0,1
s18298,1.0,1
s18299,1.0,1
s18300,1.0,1
s18301,0.97,1
s18302,0.9940000000000001,1
s18303,1.0,1
s18304,0.988,1
s18305,0.638,1
s18306,1.0,1
s18307,0.973,1
s18308,0.6659999999999999,1
s18309,0.99,1
s18310,1.0,1
s18311,0.89,1
s18312,0.996,1
s18313,1.0,1
s18314,1.0,1
s18315,0.684,1
s18316,0.997,1
s18317,0.8640000000000001,1
s18318,1.0,1
s18319,1.0,1
s18320,0.99,1
s18321,0.462,1
s18322,1.0,1
s18323,1.0,1
s18324,0.97,1
s18325,0.981,1
s18326,1.0,1
s18327,0.995,1
s18328,0.996,1
s18329,1.0,1
s18330,1.0,1
s18331,0.7390000000000001,1
s18332,0.789,1
s18333,0.882,1
s18334,1.0,1
s18335,0.8240000000000001,1
s18336,0.9940000000000001,1
s18337,0.613,1
s18338,0.9940000000000001,1
s18339,0.996,1
s18340,0.636,1
s18341,1.0,1
s18342,0.6,1
s18343,0.805,1
s18344,0.609,1
s18345,0.8009999999999999,1
s18346,0.885,1
s18347,0.971,1
s18348,0.825,1
s18349,1.0,1
s18350,0.919,1
s18351,0.605,1
s18352,0.81,1
s18353,0.9259999999999999,1
s18354,1.0,1
s18355,0.609,1
s18356,0.826,1
s18357,1.0,1
s18358,1.0,1
s18359,0.593,1
s18360,0.9790000000000001,1
s18361,0.976,1
s18362,0.992,1
s18363,0.665,1
s18364,1.0,1
s18365,0.725,1
s18366,0.5770000000000001,1
s18367,0.955,1
s18368,0.574,1
s18369,0.789,1
s18370,0.653,1
s18371,0.996,1
s18372,0.5760000000000001,1
s18373,1.0,1
s18374,1.0,1
s18375,0.7140000000000001,1
s18376,0.589,1
s18377,0.997,1
s18378,0.998,1
s18379,0.998,1
s18380,0.998,1
s18381,1.0,1
s18382,1.0,1
s18383,0.992,1
s18384,1.0,1
s18385,1.0,1
s18386,0.985,1
s18387,1.0,1
s18388,0.992,1
s18389,0.8809999999999999,1
s18390,0.675,1
s18391,1.0,1
s18392,0.9940000000000001,1
s18393,1.0,1
s18394,0.8079999999999999,1
s18395,0.8170000000000001,1
s18396,0.991,1
s18397,0.8170000000000001,1
s18398,0.63,1
s18399,0.77,1
s18400,0.9940000000000001,1
s18401,0.794,1
s18402,0.71,1
s18403,1.0,1
s18404,0.618,1
s18405,0.77,1
s18406,0.68,1
s18407,0.892,1
s18408,0.782,1
s18409,0.903,1
s18410,1.0,1
s18411,0.998,1
s18412,1.0,1
s18413,0.6829999999999999,1
s18414,1.0,1
s18415,0.9159999999999999,1
s18416,1.0,1
s18417,0.983,1
s18418,0.9940000000000001,1
s18419,0.759,1
s18420,0.643,1
s18421,0.941,1
s18422,1.0,1
s18423,1.0,1
s18424,0.997,1
s18425,0.9159999999999999,1
s18426,0.6990000000000001,1
s18427,0.998,1
s18428,0.841,1
s18429,0.998,1
s18430,0.6709999999999999,1
s18431,0.5920000000000001,1
s18432,0.996,1
s18433,0.917,1
s18434,0.878,1
s18435,0.7709999999999999,1
s18436,1.0,1
s18437,0.764,1
s18438,0.574,1
s18439,0.997,1
s18440,1.0,1
s18441,0.619,1
s18442,0.873,1
s18443,0.956,1
s18444,1.0,1
s18445,0.991,1
s18446,1.0,1
s18447,1.0,1
s18448,1.0,1
s18449,1.0,1
s18450,0.996,1
s18451,0.955,1
s18452,1.0,1
s18453,0.988,1
s18454,0.759,1
s18455,0.878,1
s18456,0.996,1
s18457,0.9590000000000001,1
s18458,1.0,1
s18459,0.997,1
s18460,0.938,1
s18461,1.0,1
s18462,0.973,1
s18463,1.0,1
s18464,0.6579999999999999,1
s18465,1.0,1
s18466,1.0,1
s18467,0.85,1
s18468,0.951,1
s18469,0.9440000000000001,1
s18470,0.968,1
s18471,0.992,1
s18472,0.8370000000000001,1
s18473,0.993,1
s18474,1.0,1
s18475,1.0,1
s18476,0.991,1
s18477,0.98,1
s18478,1.0,1
s18479,0.937,1
s18480,1.0,1
s18481,0.977,1
s18482,0.9890000000000001,1
s18483,0.995,1
s18484,1.0,1
s18485,1.0,1
s18486,1.0,1
s18487,1.0,1
s18488,0.5710000000000001,1
s18489,0.633,1
s18490,1.0,1
s18491,0.9840000000000001,1
s18492,0.998,1
s18493,0.732,1
s18494,0.7290000000000001,1
s18495,0.9570000000000001,1
s18496,0.993,1
s18497,1.0,1
s18498,1.0,1
s18499,0.9890000000000001,1
s18500,1.0,1
s18501,0.996,1
s18502,0.996,1
s18503,0.66,1
s18504,0.997,1
s18505,1.0,1
s18506,1.0,1
s18507,1.0,1
s18508,1.0,1
s18509,0.997,1
s18510,1.0,1
s18511,1.0,1
s18512,0.8370000000000001,1
s18513,0.893,1
s18514,0.998,1
s18515,0.998,1
s18516,0.998,1
s18517,1.0,1
s18518,0.935,1
s18519,0.995,1
s18520,0.679,1
s18521,0.68,1
s18522,0.755,1
s18523,1.0,1
s18524,0.684,1
s18525,0.7490000000000001,1
s18526,0.688,1
s18527,0.726,1
s18528,0.992,1
s18529,0.9940000000000001,1
s18530,0.721,1
s18531,0.655,1
s18532,0.6759999999999999,1
s18533,0.637,1
s18534,0.6579999999999999,1
s18535,0.655,1
s18536,0.6759999999999999,1
s18537,0.568,1
s18538,0.868,1
s18539,0.993,1
s18540,1.0,1
s18541,1.0,1
s18542,1.0,1
s18543,0.987,1
s18544,0.584,1
s18545,1.0,1
s18546,0.934,1
s18547,0.708,1
s18548,0.873,1
s18549,1.0,1
s18550,0.53,1
s18551,0.7809999999999999,1
s18552,0.794,1
s18553,0.998,1
s18554,1.0,1
s18555,1.0,1
s18556,1.0,1
s18557,0.972,1
s18558,0.997,1
s18559,0.7070000000000001,1
s18560,1.0,1
s18561,1.0,1
s18562,1.0,1
s18563,1.0,1
s18564,1.0,1
s18565,0.6859999999999999,1
s18566,1.0,1
s18567,1.0,1
s18568,0.8370000000000001,1
s18569,0.732,1
s18570,1.0,1
s18571,0.9329999999999999,1
s18572,0.929,1
s18573,0.9129999999999999,1
s18574,1.0,1
s18575,1.0,1
s18576,1.0,1
s18577,0.7340000000000001,1
s18578,1.0,1
s18579,0.614,1
s18580,0.765,1
s18581,1.0,1
s18582,0.596,1
s18583,1.0,1
s18584,0.614,1
s18585,1.0,1
s18586,0.997,1
s18587,0.612,1
s18588,1.0,1
s18589,0.89,1
s18590,0.932,1
s18591,1.0,1
s18592,1.0,1
s18593,0.53,1
s18594,1.0,1
s18595,0.682,1
s18596,0.687,1
s18597,0.6779999999999999,1
s18598,1.0,1
s18599,0.995,1
s18600,0.9940000000000001,1
s18601,0.9940000000000001,1
s18602,0.9640000000000001,1
s18603,1.0,1
s18604,1.0,1
s18605,1.0,1
s18606,1.0,1
s18607,0.9940000000000001,1
s18608,1.0,1
s18609,0.995,1
s18610,0.995,1
s18611,1.0,1
s18612,0.993,1
s18613,0.6970000000000001,1
s18614,0.596,1
s18615,0.8320000000000001,1
s18616,1.0,1
s18617,0.9840000000000001,1
s18618,1.0,1
s18619,0.981,1
s18620,1.0,1
s18621,0.96,1
s18622,0.998,1
s18623,1.0,1
s18624,0.687,1
s18625,0.99,1
s18626,0.956,1
s18627,0.992,1
s18628,1.0,1
s18629,0.6809999999999999,1
s18630,0.763,1
s18631,0.7390000000000001,1
s18632,0.997,1
s18633,1.0,1
s18634,0.753,1
s18635,0.75,1
s18636,0.996,1
s18637,1.0,1
s18638,1.0,1
s18639,0.682,1
s18640,0.985,1
s18641,0.96,1
s18642,0.983,1
s18643,0.9890000000000001,1
s18644,0.995,1
s18645,1.0,1
s18646,0.9740000000000001,1
s18647,1.0,1
s18648,0.9940000000000001,1
s18649,0.972,1
s18650,0.9620000000000001,1
s18651,0.611,1
s18652,1.0,1
s18653,1.0,1
s18654,0.599,1
s18655,1.0,1
s18656,0.731,1
s18657,1.0,1
s18658,0.997,1
s18659,0.584,1
s18660,0.998,1
s18661,1.0,1
s18662,0.6579999999999999,1
s18663,1.0,1
s18664,0.997,1
s18665,0.995,1
s18666,1.0,1
s18667,1.0,1
s18668,0.993,1
s18669,1.0,1
s18670,0.7490000000000001,1
s18671,0.833,1
s18672,1.0,1
s18673,1.0,1
s18674,0.998,1
s18675,0.919,1
s18676,0.6970000000000001,1
s18677,1.0,1
s18678,1.0,1
s18679,0.7490000000000001,1
s18680,0.867,1
s18681,1.0,1
s18682,1.0,1
s18683,1.0,1
s18684,0.929,1
s18685,0.8109999999999999,1
s18686,0.669,1
s18687,0.99,1
s18688,1.0,1
s18689,0.991,1
s18690,0.6659999999999999,1
s18691,0.935,1
s18692,0.995,1
s18693,0.752,1
s18694,0.991,1
s18695,1.0,1
s18696,0.65,1
s18697,1.0,1
s18698,0.7879999999999999,1
s18699,1.0,1
s18700,0.996,1
s18701,0.997,1
s18702,0.593,1
s18703,1.0,1
s18704,0.685,1
s18705,0.992,1
s18706,0.845,1
s18707,0.905,1
s18708,0.997,1
s18709,0.997,1
s18710,0.986,1
s18711,0.993,1
s18712,1.0,1
s18713,1.0,1
s18714,0.77,1
s18715,0.9520000000000001,1
s18716,1.0,1
s18717,0.997,1
s18718,0.9640000000000001,1
s18719,0.997,1
s18720,0.992,1
s18721,0.996,1
s18722,0.98,1
s18723,1.0,1
s18724,0.6829999999999999,1
s18725,0.773,1
s18726,0.934,1
s18727,0.639,1
s18728,0.75,1
s18729,0.833,1
s18730,0.7090000000000001,1
s18731,0.8590000000000001,1
s18732,0.747,1
s18733,0.7929999999999999,1
s18734,0.736,1
s18735,0.7979999999999999,1
s18736,0.856,1
s18737,0.8320000000000001,1
s18738,0.7240000000000001,1
s18739,0.7559999999999999,1
s18740,0.826,1
s18741,1.0,1
s18742,1.0,1
s18743,0.99,1
s18744,0.883,1
s18745,0.992,1
s18746,1.0,1
s18747,1.0,1
s18748,1.0,1
s18749,1.0,1
s18750,1.0,1
s18751,0.8959999999999999,1
s18752,1.0,1
s18753,1.0,1
s18754,0.988,1
s18755,1.0,1
s18756,0.5920000000000001,1
s18757,0.809,1
s18758,1.0,1
s18759,0.6409999999999999,1
s18760,1.0,1
s18761,0.8690000000000001,1
s18762,1.0,1
s18763,0.9890000000000001,1
s18764,0.99,1
s18765,0.915,1
s18766,0.8740000000000001,1
s18767,0.816,1
s18768,0.9890000000000001,1
s18769,1.0,1
s18770,0.878,1
s18771,0.9740000000000001,1
s18772,0.932,1
s18773,1.0,1
s18774,0.878,1
s18775,1.0,1
s18776,1.0,1
s18777,1.0,1
s18778,1.0,1
s18779,1.0,1
s18780,1.0,1
s18781,1.0,1
s18782,1.0,1
s18783,1.0,1
s18784,0.995,1
s18785,1.0,1
s18786,1.0,1
s18787,0.76,1
s18788,0.986,1
s18789,0.995,1
s18790,1.0,1
s18791,1.0,1
s18792,1.0,1
s18793,1.0,1
s18794,1.0,1
s18795,1.0,1
s18796,1.0,1
s18797,1.0,1
s18798,1.0,1
s18799,1.0,1
s18800,1.0,1
s18801,1.0,1
s18802,1.0,1
s18803,1.0,1
s18804,1.0,1
s18805,1.0,1
s18806,1.0,1
s18807,0.99,1
s18808,0.997,1
s18809,0.746,1
s18810,0.996,1
s18811,1.0,1
s18812,0.997,1
s18813,0.997,1
s18814,1.0,1
s18815,0.64,1
s18816,0.941,1
s18817,0.743,1
s18818,1.0,1
s18819,0.961,1
s18820,1.0,1
s18821,0.732,1
s18822,0.746,1
s18823,0.6859999999999999,1
s18824,0.532,1
s18825,0.804,1
s18826,0.96,1
s18827,0.8540000000000001,1
s18828,0.903,1
s18829,0.9840000000000001,1
s18830,0.721,1
s18831,1.0,1
s18832,0.777,1
s18833,1.0,1
s18834,0.9940000000000001,1
s18835,0.996,1
s18836,0.988,1
s18837,0.9229999999999999,1
s18838,0.909,1
s18839,0.966,1
s18840,0.7879999999999999,1
s18841,0.818,1
s18842,1.0,1
s18843,1.0,1
s18844,1.0,1
s18845,1.0,1
s18846,1.0,1
s18847,1.0,1
s18848,0.993,1
s18849,1.0,1
s18850,0.9940000000000001,1
s18851,0.96,1
s18852,0.998,1
s18853,1.0,1
s18854,1.0,1
s18855,0.556,1
s18856,0.95,1
s18857,0.941,1
s18858,1.0,1
s18859,1.0,1
s18860,0.991,1
s18861,1.0,1
s18862,0.991,1
s18863,1.0,1
s18864,1.0,1
s18865,0.897,1
s18866,1.0,1
s18867,1.0,1
s18868,1.0,1
s18869,1.0,1
s18870,0.639,1
s18871,1.0,1
s18872,1.0,1
s18873,0.9390000000000001,1
s18874,0.9390000000000001,1
s18875,0.9009999999999999,1
s18876,0.618,1
s18877,0.773,1
s18878,0.789,1
s18879,0.934,1
s18880,0.99,1
s18881,1.0,1
s18882,1.0,1
s18883,1.0,1
s18884,0.748,1
s18885,0.932,1
s18886,1.0,1
s18887,0.998,1
s18888,0.993,1
s18889,1.0,1
s18890,1.0,1
s18891,1.0,1
s18892,1.0,1
s18893,1.0,1
s18894,0.8740000000000001,1
s18895,1.0,1
s18896,0.996,1
s18897,0.902,1
s18898,1.0,1
s18899,1.0,1
s18900,1.0,1
s18901,0.996,1
s18902,1.0,1
s18903,0.998,1
s18904,0.8490000000000001,1
s18905,1.0,1
s18906,1.0,1
s18907,0.742,1
s18908,1.0,1
s18909,0.763,1
s18910,0.7,1
s18911,0.763,1
s18912,0.9470000000000001,1
s18913,0.9470000000000001,1
s18914,0.9470000000000001,1
s18915,0.9940000000000001,1
s18916,0.9940000000000001,1
s18917,0.935,1
s18918,0.892,1
s18919,1.0,1
s18920,0.89,1
s18921,0.997,1
s18922,0.998,1
s18923,1.0,1
s18924,0.862,1
s18925,0.997,1
s18926,1.0,1
s18927,1.0,1
s18928,0.997,1
s18929,0.887,1
s18930,0.685,1
s18931,0.632,1
s18932,0.9840000000000001,1
s18933,0.855,1
s18934,1.0,1
s18935,0.706,1
s18936,0.669,1
s18937,0.899,1
s18938,1.0,1
s18939,1.0,1
s18940,0.995,1
s18941,1.0,1
s18942,0.963,1
s18943,0.775,1
s18944,0.963,1
s18945,1.0,1
s18946,0.555,1
s18947,0.995,1
s18948,0.613,1
s18949,1.0,1
s18950,1.0,1
s18951,0.9840000000000001,1
s18952,0.978,1
s18953,1.0,1
s18954,1.0,1
s18955,1.0,1
s18956,1.0,1
s18957,1.0,1
s18958,0.997,1
s18959,0.532,1
s18960,1.0,1
s18961,1.0,1
s18962,0.988,1
s18963,0.9940000000000001,1
s18964,1.0,1
s18965,1.0,1
s18966,1.0,1
s18967,0.951,1
s18968,0.998,1
s18969,0.927,1
s18970,0.925,1
s18971,1.0,1
s18972,0.927,1
s18973,0.927,1
s18974,0.927,1
s18975,0.9229999999999999,1
s18976,0.996,1
s18977,0.6729999999999999,1
s18978,0.731,1
s18979,0.485,1
s18980,0.9940000000000001,1
s18981,0.993,1
s18982,0.941,1
s18983,0.634,1
s18984,0.634,1
s18985,0.9990000000000001,1
s18986,0.6509999999999999,1
s18987,0.9740000000000001,1
s18988,1.0,1
s18989,0.997,1
s18990,0.84,1
s18991,0.544,1
s18992,0.7959999999999999,1
s18993,1.0,1
s18994,1.0,1
s18995,1.0,1
s18996,0.595,1
s18997,1.0,1
s18998,1.0,1
s18999,1.0,1
s19000,0.845,1
s19001,0.968,1
s19002,1.0,1
s19003,0.9690000000000001,1
s19004,1.0,1
s19005,1.0,1
s19006,0.9940000000000001,1
s19007,0.9940000000000001,1
s19008,0.9940000000000001,1
s19009,0.7290000000000001,1
s19010,0.907,1
s19011,0.6829999999999999,1
s19012,0.677,1
s19013,1.0,1
s19014,1.0,1
s19015,0.5820000000000001,1
s19016,1.0,1
s19017,0.753,1
s19018,1.0,1
s19019,1.0,1
s19020,1.0,1
s19021,0.8170000000000001,1
s19022,0.995,1
s19023,0.7190000000000001,1
s19024,0.5479999999999999,1
s19025,1.0,1
s19026,1.0,1
s19027,0.998,1
s19028,0.7859999999999999,1
s19029,0.983,1
s19030,0.997,1
s19031,0.998,1
s19032,1.0,1
s19033,0.863,1
s19034,0.866,1
s19035,0.997,1
s19036,0.9940000000000001,1
s19037,0.563,1
s19038,0.9940000000000001,1
s19039,0.9890000000000001,1
s19040,0.938,1
s19041,0.975,1
s19042,0.8909999999999999,1
s19043,1.0,1
s19044,1.0,1
s19045,1.0,1
s19046,0.997,1
s19047,1.0,1
s19048,1.0,1
s19049,0.976,1
s19050,1.0,1
s19051,1.0,1
s19052,0.789,1
s19053,1.0,1
s19054,1.0,1
s19055,0.985,1
s19056,0.995,1
s19057,0.7829999999999999,1
s19058,0.95,1
s19059,1.0,1
s19060,1.0,1
s19061,0.838,1
s19062,1.0,1
s19063,0.9620000000000001,1
s19064,1.0,1
s19065,0.799,1
s19066,1.0,1
s19067,0.846,1
s19068,0.997,1
s19069,1.0,1
s19070,0.902,1
s19071,0.975,1
s19072,0.92,1
s19073,0.998,1
s19074,0.998,1
s19075,0.998,1
s19076,0.622,1
s19077,0.638,1
s19078,1.0,1
s19079,1.0,1
s19080,0.993,1
s19081,1.0,1
s19082,0.9890000000000001,1
s19083,0.995,1
s19084,0.6659999999999999,1
s19085,0.843,1
s19086,0.643,1
s19087,1.0,1
s19088,0.943,1
s19089,0.943,1
